Album ID,Label ID,ALBUM_TITLE *,ALBUM_CODE (catalog code ),TRACK_TITLE *,File_Name,TRACK_SEQUENCE,TRACK_TYPE (Vocal / Instrumental ),LANGUAGE *,16_BITRATE,32_BITRATE,64_BITRATE,128_BITRATE,256_BITRATE,320_BITRATE,TRACK_DURATION_SEC (in sec),TRACK_DURATION_MIN (min),ISRC_CODE,LABEL_NAME *,COPYRIGHT_COMPANY,PUBLISHING_RIGHT_COMPANY,VERSION (Studio / Live ),ACTOR (,comma separated ),ACTRESS  (,comma separated ),ARTIST_SINGER  (,comma separated ),LYRIC_WRITER  (,comma separated ),MUSIC_DIRECTOR  (,comma separated ),COMPOSER  (,comma separated ),PRODUCER,RELEASE_DATE ,RELEASE_YEAR,GENRE (,comma separated )  *,SUB_GENRE  (,comma separated ),TERRITORY_RIGHTS ( India / World / ISO county codes / continents ),ALBUM_AGREEMENT_EXPIRY ,TRACK_STATUS ( Active / Inactive),SOURCE_DIRECTORY,IS_HTTP,IS_RTMP
GAN-0002-0975,10464,Diye Jale Kahi Dil,,Diye Jale Kahi Dil,Diye_Jale_Kahi_Dil,1,Vocal,Hindi,Y,Y,Y,Y,Y,Y,287,4:47,NA,H.S. Music,Unisys Infosolutions Pvt Ltd,Unisys Infosolutions Pvt Ltd,,N/A,N/A,DC Madana,Gautam Rajput, Kaji, Ramdev,Sanj B (DGTL Studio),,N/A,10/12/15,2015,Hindi,Bengali,Album,WORLD,NA,Active,NA,Y,Y
GAN-0002-0976,10467,Dolon Chapa,,Ami Chirotare Dare Chole jabo,Ami_Chirotare_Dare_Chole_jabo,1,Vocal,Bengali,Y,Y,Y,Y,Y,Y,444,7:24,IN-K35-15-00201,Kristi Creation,Unisys Infosolutions Pvt Ltd,Unisys Infosolutions Pvt Ltd,,N/A,N/A,Subhankar Bhaskar,Kaji Nazrul Islam,Kaji Nazrul Islam,,N/A,10/12/15,2015,Bengali,Album,WORLD,NA,Active,NA,Y,Y
GAN-0002-0976,10467,Dolon Chapa,,Uchatano Mono Ghore Royna,Uchatano_Mono_Ghore_Royna,2,Vocal,Bengali,Y,Y,Y,Y,Y,Y,306,5:06,IN-K35-15-00202,Kristi Creation,Unisys Infosolutions Pvt Ltd,Unisys Infosolutions Pvt Ltd,,N/A,N/A,Subhankar Bhaskar,Kaji Nazrul Islam,Kaji Nazrul Islam,,N/A,10/12/15,2015,Bengali,Album,WORLD,NA,Active,NA,Y,Y
GAN-0002-0976,10467,Dolon Chapa,,Amar Aponar Cheye Apon,Amar_Aponar_Cheye_Apon,3,Vocal,Bengali,Y,Y,Y,Y,Y,Y,428,7:08,IN-K35-15-00203,Kristi Creation,Unisys Infosolutions Pvt Ltd,Unisys Infosolutions Pvt Ltd,,N/A,N/A,Subhankar Bhaskar,Kaji Nazrul Islam,Kaji Nazrul Islam,,N/A,10/12/15,2015,Bengali,Album,WORLD,NA,Active,NA,Y,Y
GAN-0002-0976,10467,Dolon Chapa,,Jare Haat Diye Mala,Jare_Haat_Diye_Mala,4,Vocal,Bengali,Y,Y,Y,Y,Y,Y,430,7:10,IN-K35-15-00204,Kristi Creation,Unisys Infosolutions Pvt Ltd,Unisys Infosolutions Pvt Ltd,,N/A,N/A,Subhankar Bhaskar,Kaji Nazrul Islam,Kaji Nazrul Islam,,N/A,10/12/15,2015,Bengali,Album,WORLD,NA,Active,NA,Y,Y
GAN-0002-0976,10467,Dolon Chapa,,Amar Kon Kule,Amar_Kon_Kule,5,Vocal,Bengali,Y,Y,Y,Y,Y,Y,438,7:18,IN-K35-15-00205,Kristi Creation,Unisys Infosolutions Pvt Ltd,Unisys Infosolutions Pvt Ltd,,N/A,N/A,Subhankar Bhaskar,Kaji Nazrul Islam,Kaji Nazrul Islam,,N/A,10/12/15,2015,Bengali,Album,WORLD,NA,Active,NA,Y,Y
GAN-0002-0976,10467,Dolon Chapa,,Dolono Chanpa Bone Dole,Dolono_Chanpa_Bone_Dole,6,Vocal,Bengali,Y,Y,Y,Y,Y,Y,242,4:02,IN-K35-15-00206,Kristi Creation,Unisys Infosolutions Pvt Ltd,Unisys Infosolutions Pvt Ltd,,N/A,N/A,Subhankar Bhaskar,Kaji Nazrul Islam,Kaji Nazrul Islam,,N/A,10/12/15,2015,Bengali,Album,WORLD,NA,Active,NA,Y,Y
GAN-0002-0977,10161,Me To Sava Me Bulay Banna Ko Rumal,,Me To Sava Me Bulay,Me_To_Sava_Me_Bulay,1,Vocal,Rajasthani,Y,Y,Y,Y,Y,Y,397,6:37,NA,Madhur Cassette,Unisys Infosolutions Pvt Ltd,Unisys Infosolutions Pvt Ltd,,N/A,N/A,Ramdev  ,Ramdev,Deepu Bhatia,,N/A,10/12/15,2015,Rajasthani,Album,WORLD,NA,Active,NA,Y,Y
GAN-0002-0977,10161,Me To Sava Me Bulay Banna Ko Rumal,,Banni Thara Dada Ji,Banni_Thara_Dada_Ji,2,Vocal,Rajasthani,Y,Y,Y,Y,Y,Y,453,7:33,NA,Madhur Cassette,Unisys Infosolutions Pvt Ltd,Unisys Infosolutions Pvt Ltd,,N/A,N/A,Ramdev  ,Ramdev,Deepu Bhatia,,N/A,10/12/15,2015,Rajasthani,Album,WORLD,NA,Active,NA,Y,Y
GAN-0002-0977,10161,Me To Sava Me Bulay Banna Ko Rumal,,Bera Modo Gano Ayo,Bera_Modo_Gano_Ayo,3,Vocal,Rajasthani,Y,Y,Y,Y,Y,Y,501,8:21,NA,Madhur Cassette,Unisys Infosolutions Pvt Ltd,Unisys Infosolutions Pvt Ltd,,N/A,N/A,Ramdev  ,Ramdev,Deepu Bhatia,,N/A,10/12/15,2015,Rajasthani,Album,WORLD,NA,Active,NA,Y,Y
GAN-0002-0977,10161,Me To Sava Me Bulay Banna Ko Rumal,,Mari Rupali,Mari_Rupali,4,Vocal,Rajasthani,Y,Y,Y,Y,Y,Y,366,6:06,NA,Madhur Cassette,Unisys Infosolutions Pvt Ltd,Unisys Infosolutions Pvt Ltd,,N/A,N/A,Ramdev  ,Ramdev,Deepu Bhatia,,N/A,10/12/15,2015,Rajasthani,Album,WORLD,NA,Active,NA,Y,Y
